;x1;x2;u1;e1;u;f1;f2
1;-0.0002588910897996933;0.015491874037408928;0.04625304863438089;0.9978071430617355;0.9891890402388435;0.0;0.0
2;-0.00580902235655434;0.03145764141497522;0.09124957999414034;0.9892984098854688;1.0167888487576529;0.0;0.0
3;0.01393928548740996;-0.013905646085251556;0.10542624257708585;1.0202415829785463;1.0099146988422123;0.0;0.0
4;0.07437760186053316;-0.024592846683837037;0.12079070833163551;0.9959919995603281;1.0333171982655618;0.0;0.0
5;0.12961802211763226;-0.009212535708060458;0.13338040536106557;0.9584417096000354;1.0417691488782381;0.0;0.0
6;0.22907834702889068;-0.023633710335689756;0.14474070182432647;0.9125172787170109;1.0883578559205094;0.0;0.0
7;0.2840097748867779;-0.018636703527267668;0.15441536478578213;0.859663572596459;1.0903075311770607;0.0;0.0
8;0.37464320436655074;-0.022802114683153303;0.16345777599329656;0.8069003826145685;1.1032019908464017;0.0;0.0
9;0.45432382600748644;0.041767574542038326;0.16991897066169886;0.7285463559574195;1.0775016696969295;0.0;0.0
10;0.5432972916488784;0.07530639439936024;0.17389276169092283;0.6241608160528722;1.0894246600501887;0.0;0.0
11;0.6037625418315199;0.1859829644356988;0.17549747592967802;0.5448473031693751;1.1056873360243444;0.0;0.0
12;0.7130161565239594;0.30428012631176043;0.1790927481916337;0.501968571586213;1.0914478401741843;0.0;0.0
13;0.7419176714192144;0.4283750021995171;0.17767329194760106;0.37852428553088546;1.1702190773975387;0.0;0.0
14;0.7841609776465349;0.5838598126820209;0.18108981956321077;0.4276951918242891;1.1107033736107;0.0;0.0
15;0.8064515198343728;0.7484616505943577;0.1826240135561894;0.3257023372828278;1.1757103610980655;0.0;0.0
16;0.8247531125724137;0.9108442365025791;0.18604134467905226;0.36869380346387254;1.1258744957459326;0.0;0.0
17;0.8427586814860124;1.0464409427784198;0.19016909518975447;0.29980761964952113;1.187144068979571;0.0;0.0
18;0.861761059845775;1.1681583617840572;0.19384282692623808;0.34351563013608666;1.1622822511782038;0.0;0.0
19;0.8925139102910312;1.316442860022134;0.19860352690295602;0.30211223847365354;1.164584809464146;0.0;0.0
20;0.8994979625683345;1.4354155935258734;0.1982768001355343;0.2725056122476587;1.1901976787422475;0.0;0.0
21;0.9271557529496676;1.5730593038088907;0.20372394632747354;0.2892203395287549;1.1877643677824428;0.0;0.0
22;0.9488866654018734;1.6760662144050766;0.20817081076824553;0.26053622227916895;1.1962892613419243;0.0;0.0
23;0.9798424568322618;1.7680423755660022;0.21121467610953998;0.24792419915146405;1.1938261379548831;0.0;0.0
