;x1;x2;u1;e1;u;f1;f2
1;0.012543028608446773;-0.026181747616028983;0.045671646362264166;0.9756827523464608;1.0195752344265048;0.0;0.0
2;-0.007472944554577192;0.0014605668976656189;0.0912830535596788;1.0061993534189881;0.9966649543377215;0.0;0.0
3;0.005084057493494772;0.01259111171758272;0.1063924349939774;1.0053498014393898;1.0481116009355749;0.0;0.0
4;0.07674906540182423;0.017106812838923055;0.1240534305161661;1.0440990695227792;1.0265567828138717;0.0;0.0
5;0.16411081683636833;0.031029148789668306;0.13677068828178424;0.9496711627946725;1.0520531432012108;0.0;0.0
6;0.2278370714331409;0.016754976933218833;0.14558157564366467;0.8888686628074148;1.0675689479579986;0.0;0.0
7;0.30217357533036565;0.004269137036725476;0.15489601465652444;0.8404069477394968;1.0861298837133566;0.0;0.0
8;0.3706741906687584;-0.03431210047342697;0.16408101203396408;0.7836101448098929;1.0566491429462304;0.0;0.0
9;0.441434173376575;0.022711264029314712;0.17016260226752122;0.6864669561650822;1.0728437968513542;0.0;0.0
10;0.5118253737344822;0.09673730139613324;0.17573563367046385;0.6323233203552528;1.1345098597305687;0.0;0.0
11;0.5940315782735424;0.18878652995586914;0.1840987613126797;0.6231116221766877;1.0963272034062181;0.0;0.0
12;0.6587073145926419;0.31793614237086776;0.1892034395576645;0.5013151978199187;1.1265473690296979;0.0;0.0
13;0.6884992064768615;0.4564066886814605;0.19092458193465808;0.46787289801082954;1.1442131291922095;0.0;0.0
14;0.7071903729816051;0.5893854839376655;0.19641056721069566;0.457296471612354;1.1545740744574287;0.0;0.0
15;0.7443145647941414;0.7470811712938294;0.2031020254860279;0.44784737830729443;1.1473123209931653;0.0;0.0
16;0.8104884084841837;0.9031446980952602;0.20560028035494174;0.40355416725660287;1.1635522474949946;0.0;0.0
17;0.893976283145278;1.0560052985567847;0.20870471924425696;0.3534041128245775;1.1960919890806558;0.0;0.0
18;0.8543833071778155;1.1787522851697105;0.21057705042613203;0.3014819547664794;1.1698130281080974;0.0;0.0
19;0.905827857184315;1.2675425229222352;0.21523630295838936;0.31500916128813844;1.1592064796411599;0.0;0.0
20;0.8939114320021577;1.4228295749109119;0.2178053293717371;0.25233358159011277;1.1639300650353919;0.0;0.0
21;0.9114993568166389;1.5017314959993533;0.22107912906287924;0.26922540010653007;1.2148948123859327;0.0;0.0
22;0.913152144226438;1.6384077030086643;0.22801529858198288;0.3024599309747279;1.2472534631559347;0.0;0.0
23;0.9506634869812409;1.721569128272483;0.23477594404989446;0.3345143620285124;1.2123261417368918;0.0;0.0
24;0.9742567149589335;1.792329701881945;0.23862823259563382;0.26205718546836587;1.1970987911786743;0.0;0.0
25;1.0051914104705009;1.8768662201271058;0.23981363027288796;0.22281100673449053;1.221556088250022;0.0;0.0
26;1.0207363121970896;1.9495823529103005;0.24163937990405815;0.2159535338007135;1.1956573205324197;0.0;0.0
27;1.0189978794656616;2.0360776761617787;0.24472343592485862;0.17507775120241306;1.209879778568809;0.0;0.0
